ArraySize,S,TotalKeyCmp,KeyCmpInsertionSort,Runtime
10000, 102, 271641, 201877, 4.1928
10000, 103, 271641, 201877, 4.3969
10000, 104, 271641, 201877, 4.2941
10000, 105, 271641, 201877, 4.3304
10000, 106, 271641, 201877, 4.0396
10000, 107, 271641, 201877, 4.0661
10000, 108, 271641, 201877, 4.3826
10000, 109, 271641, 201877, 4.3176
10000, 110, 271641, 201877, 4.1987
10000, 111, 271641, 201877, 4.1913
10000, 112, 271641, 201877, 4.3267
10000, 113, 271641, 201877, 4.1721
10000, 114, 271641, 201877, 4.2038
10000, 115, 271641, 201877, 4.1627
10000, 116, 271641, 201877, 4.1819
10000, 117, 271641, 201877, 4.2481
10000, 118, 271641, 201877, 4.1527
10000, 119, 271641, 201877, 4.4188
10000, 120, 271641, 201877, 4.2002
10000, 121, 271641, 201877, 4.2656
10000, 122, 271641, 201877, 4.1515
10000, 123, 271641, 201877, 4.123
10000, 124, 271641, 201877, 4.5516
10000, 125, 271641, 201877, 4.0231
10000, 126, 271641, 201877, 4.4103
10000, 127, 271641, 201877, 4.1117
10000, 128, 271641, 201877, 4.2622
10000, 129, 271641, 201877, 4.0954
10000, 130, 271641, 201877, 4.0584
10000, 131, 271641, 201877, 4.4208
10000, 132, 271641, 201877, 4.0865
10000, 133, 271641, 201877, 4.2539
10000, 134, 271641, 201877, 4.0164
10000, 135, 271641, 201877, 4.3553
10000, 136, 271641, 201877, 4.1672
10000, 137, 271641, 201877, 4.2391
10000, 138, 271641, 201877, 4.1941
10000, 139, 271641, 201877, 4.2709
10000, 140, 271641, 201877, 4.2249
10000, 141, 271641, 201877, 4.0139
10000, 142, 271641, 201877, 4.2997
10000, 143, 271641, 201877, 4.0696
10000, 144, 271641, 201877, 4.3726
10000, 145, 271641, 201877, 4.1046
10000, 146, 271641, 201877, 4.0546
10000, 147, 271641, 201877, 5.5594
10000, 148, 271641, 201877, 4.4947
10000, 149, 271641, 201877, 4.0695
10000, 150, 271641, 201877, 4.2602
10000, 151, 271641, 201877, 4.2077
10000, 152, 271641, 201877, 4.0893
10000, 153, 271641, 201877, 4.2909
10000, 154, 271641, 201877, 4.1809
10000, 155, 271641, 201877, 5.1953
10000, 156, 408885, 346527, 5.3723
10000, 157, 456454, 396570, 5.8063
10000, 158, 456454, 396570, 5.7415
10000, 159, 456454, 396570, 5.9448
10000, 160, 456454, 396570, 5.9533
10000, 161, 456454, 396570, 5.7254
10000, 162, 456454, 396570, 5.7348
10000, 163, 456454, 396570, 5.8824
10000, 164, 456454, 396570, 6.6979
10000, 165, 456454, 396570, 5.6671
10000, 166, 456454, 396570, 6.1548
10000, 167, 456454, 396570, 5.7178
10000, 168, 456454, 396570, 5.9586
10000, 169, 456454, 396570, 5.8436
10000, 170, 456454, 396570, 5.7877
10000, 171, 456454, 396570, 6.005
10000, 172, 456454, 396570, 5.8782
10000, 173, 456454, 396570, 5.8638
10000, 174, 456454, 396570, 5.7708
10000, 175, 456454, 396570, 6.0726
10000, 176, 456454, 396570, 5.7268
10000, 177, 456454, 396570, 5.9045
10000, 178, 456454, 396570, 5.7739
10000, 179, 456454, 396570, 5.7224
10000, 180, 456454, 396570, 5.6959
10000, 181, 456454, 396570, 5.9027
10000, 182, 456454, 396570, 5.9688
10000, 183, 456454, 396570, 5.9179
10000, 184, 456454, 396570, 6.0951
10000, 185, 456454, 396570, 5.9716
10000, 186, 456454, 396570, 5.6855
10000, 187, 456454, 396570, 5.7564
10000, 188, 456454, 396570, 5.7114
10000, 189, 456454, 396570, 5.8522
10000, 190, 456454, 396570, 6.0902
10000, 191, 456454, 396570, 6.0739
10000, 192, 456454, 396570, 5.6698
10000, 193, 456454, 396570, 6.2082
10000, 194, 456454, 396570, 5.8205
10000, 195, 456454, 396570, 5.8101
10000, 196, 456454, 396570, 5.7279
10000, 197, 456454, 396570, 5.8968
10000, 198, 456454, 396570, 6.1493
10000, 199, 456454, 396570, 5.9087
10000, 200, 456454, 396570, 6.1436
10000, 201, 456454, 396570, 5.759
10000, 202, 456454, 396570, 5.655
10000, 203, 456454, 396570, 5.6674
10000, 204, 456454, 396570, 5.9027
10000, 205, 456454, 396570, 5.8992
10000, 206, 456454, 396570, 5.7434
10000, 207, 456454, 396570, 6.1499
10000, 208, 456454, 396570, 5.9204
10000, 209, 456454, 396570, 6.2088
10000, 210, 456454, 396570, 5.7134
10000, 211, 456454, 396570, 5.7021
10000, 212, 456454, 396570, 5.9906
10000, 213, 456454, 396570, 5.8036
10000, 214, 456454, 396570, 6.0718
10000, 215, 456454, 396570, 5.7813
10000, 216, 456454, 396570, 6.1879
10000, 217, 456454, 396570, 5.7777
10000, 218, 456454, 396570, 5.9476
10000, 219, 456454, 396570, 5.7849
10000, 220, 456454, 396570, 5.987
10000, 221, 456454, 396570, 6.0662
10000, 222, 456454, 396570, 5.6802
10000, 223, 456454, 396570, 6.9476
10000, 224, 456454, 396570, 5.862
10000, 225, 456454, 396570, 5.9162
10000, 226, 456454, 396570, 5.8433
10000, 227, 456454, 396570, 5.9146
10000, 228, 456454, 396570, 5.903
10000, 229, 456454, 396570, 5.8343
10000, 230, 456454, 396570, 5.9471
10000, 231, 456454, 396570, 5.7923
10000, 232, 456454, 396570, 5.8093
10000, 233, 456454, 396570, 5.7131
10000, 234, 456454, 396570, 6.4189
10000, 235, 456454, 396570, 5.8446
10000, 236, 456454, 396570, 5.9976
10000, 237, 456454, 396570, 5.7121
10000, 238, 456454, 396570, 5.784
10000, 239, 456454, 396570, 5.8388
10000, 240, 456454, 396570, 5.7536
10000, 241, 456454, 396570, 6.1127
10000, 242, 456454, 396570, 5.8495
10000, 243, 456454, 396570, 5.9369
10000, 244, 456454, 396570, 5.8792
10000, 245, 456454, 396570, 5.7865
10000, 246, 456454, 396570, 5.678
10000, 247, 456454, 396570, 5.7786
10000, 248, 456454, 396570, 6.024
10000, 249, 456454, 396570, 5.835
10000, 250, 456454, 396570, 6.1977
10000, 251, 456454, 396570, 5.7255
10000, 252, 456454, 396570, 6.289
10000, 253, 456454, 396570, 6.0813
10000, 254, 456454, 396570, 5.879
10000, 255, 456454, 396570, 5.7815
10000, 256, 456454, 396570, 5.9156
10000, 257, 456454, 396570, 5.7793
10000, 258, 456454, 396570, 5.8713
10000, 259, 456454, 396570, 6.1586
10000, 260, 456454, 396570, 5.7476
10000, 261, 456454, 396570, 5.932
10000, 262, 456454, 396570, 6.1346
10000, 263, 456454, 396570, 6.1653
10000, 264, 456454, 396570, 5.9942
10000, 265, 456454, 396570, 5.8341
10000, 266, 456454, 396570, 5.7062
10000, 267, 456454, 396570, 5.9568
10000, 268, 456454, 396570, 5.932
10000, 269, 456454, 396570, 5.8457
10000, 270, 456454, 396570, 6.1826
10000, 271, 456454, 396570, 5.9696
10000, 272, 456454, 396570, 5.8788
10000, 273, 456454, 396570, 5.8251
10000, 274, 456454, 396570, 5.719
10000, 275, 456454, 396570, 5.8664
10000, 276, 456454, 396570, 5.8557
10000, 277, 456454, 396570, 5.988
10000, 278, 456454, 396570, 5.7666
10000, 279, 456454, 396570, 6.2348
10000, 280, 456454, 396570, 5.7094
10000, 281, 456454, 396570, 6.0788
10000, 282, 456454, 396570, 5.7148
10000, 283, 456454, 396570, 5.7713
10000, 284, 456454, 396570, 5.833
10000, 285, 456454, 396570, 5.8639
10000, 286, 456454, 396570, 5.8977
10000, 287, 456454, 396570, 5.7329
10000, 288, 456454, 396570, 6.1707
10000, 289, 456454, 396570, 5.728
10000, 290, 456454, 396570, 5.997
10000, 291, 456454, 396570, 5.7543
10000, 292, 456454, 396570, 5.8569
10000, 293, 456454, 396570, 5.8186
10000, 294, 456454, 396570, 5.9652
10000, 295, 456454, 396570, 5.6968
10000, 296, 456454, 396570, 5.6614
10000, 297, 456454, 396570, 5.8145
10000, 298, 456454, 396570, 6.0772
10000, 299, 456454, 396570, 7.0995
10000, 300, 456454, 396570, 5.7086
10000, 301, 456454, 396570, 6.0841
10000, 302, 456454, 396570, 5.7136
10000, 303, 456454, 396570, 6.2414
10000, 304, 456454, 396570, 5.6843
10000, 305, 456454, 396570, 5.9081
10000, 306, 456454, 396570, 5.9974
10000, 307, 456454, 396570, 5.9236
10000, 308, 456454, 396570, 6.0855
10000, 309, 456454, 396570, 5.8243
10000, 310, 456454, 396570, 6.5368
10000, 311, 456454, 396570, 5.7111
10000, 312, 643801, 588876, 7.7664
10000, 313, 831370, 781425, 10.2012
10000, 314, 831370, 781425, 9.9217
10000, 315, 831370, 781425, 9.4895
10000, 316, 831370, 781425, 9.6308
10000, 317, 831370, 781425, 9.5027
10000, 318, 831370, 781425, 9.9494
10000, 319, 831370, 781425, 9.5969
10000, 320, 831370, 781425, 9.567
10000, 321, 831370, 781425, 9.4416
10000, 322, 831370, 781425, 9.6959
10000, 323, 831370, 781425, 9.7046
10000, 324, 831370, 781425, 10.0231
10000, 325, 831370, 781425, 9.6492
10000, 326, 831370, 781425, 9.5472
10000, 327, 831370, 781425, 9.5639
10000, 328, 831370, 781425, 9.671
10000, 329, 831370, 781425, 9.9055
10000, 330, 831370, 781425, 9.7167
10000, 331, 831370, 781425, 9.478
10000, 332, 831370, 781425, 9.5598
10000, 333, 831370, 781425, 9.9204
10000, 334, 831370, 781425, 9.6825
10000, 335, 831370, 781425, 9.5297
10000, 336, 831370, 781425, 9.6618
10000, 337, 831370, 781425, 9.5759
10000, 338, 831370, 781425, 9.6912
10000, 339, 831370, 781425, 9.573
10000, 340, 831370, 781425, 9.6957
10000, 341, 831370, 781425, 9.4459
10000, 342, 831370, 781425, 9.6041
10000, 343, 831370, 781425, 9.8994
10000, 344, 831370, 781425, 9.7702
10000, 345, 831370, 781425, 9.3801
10000, 346, 831370, 781425, 9.3941
10000, 347, 831370, 781425, 9.4807
10000, 348, 831370, 781425, 9.782
10000, 349, 831370, 781425, 9.6431
10000, 350, 831370, 781425, 9.3678
10000, 351, 831370, 781425, 9.6114
10000, 352, 831370, 781425, 9.6584
10000, 353, 831370, 781425, 9.9294
10000, 354, 831370, 781425, 9.814
10000, 355, 831370, 781425, 9.2653
10000, 356, 831370, 781425, 9.4162
10000, 357, 831370, 781425, 9.8959
10000, 358, 831370, 781425, 10.0185
10000, 359, 831370, 781425, 9.7394
10000, 360, 831370, 781425, 9.6694
10000, 361, 831370, 781425, 9.52
10000, 362, 831370, 781425, 9.4472
10000, 363, 831370, 781425, 9.9555
10000, 364, 831370, 781425, 9.8041
10000, 365, 831370, 781425, 9.5753
10000, 366, 831370, 781425, 9.4576
10000, 367, 831370, 781425, 9.6339
10000, 368, 831370, 781425, 10.093
10000, 369, 831370, 781425, 9.7981
10000, 370, 831370, 781425, 9.5497
10000, 371, 831370, 781425, 9.4135
10000, 372, 831370, 781425, 9.6612
10000, 373, 831370, 781425, 9.873
10000, 374, 831370, 781425, 9.7676
10000, 375, 831370, 781425, 9.4029
10000, 376, 831370, 781425, 9.4774
10000, 377, 831370, 781425, 9.656
10000, 378, 831370, 781425, 9.6308
10000, 379, 831370, 781425, 9.5559
10000, 380, 831370, 781425, 9.4277
10000, 381, 831370, 781425, 9.4712
10000, 382, 831370, 781425, 9.8779
10000, 383, 831370, 781425, 9.5696
10000, 384, 831370, 781425, 9.7986
10000, 385, 831370, 781425, 9.4725
10000, 386, 831370, 781425, 9.5998
10000, 387, 831370, 781425, 9.5253
10000, 388, 831370, 781425, 9.7024
10000, 389, 831370, 781425, 9.5831
10000, 390, 831370, 781425, 9.3406
10000, 391, 831370, 781425, 9.3848
10000, 392, 831370, 781425, 9.6033
10000, 393, 831370, 781425, 9.5959
10000, 394, 831370, 781425, 9.5755
10000, 395, 831370, 781425, 9.4592
10000, 396, 831370, 781425, 9.3923
10000, 397, 831370, 781425, 9.8229
10000, 398, 831370, 781425, 9.8868
10000, 399, 831370, 781425, 9.6891
10000, 400, 831370, 781425, 9.4352
10000, 401, 831370, 781425, 9.511
10000, 402, 831370, 781425, 9.5599
10000, 403, 831370, 781425, 9.8843
10000, 404, 831370, 781425, 10.28
10000, 405, 831370, 781425, 9.4753
10000, 406, 831370, 781425, 9.4719
10000, 407, 831370, 781425, 9.7194
10000, 408, 831370, 781425, 9.8353
10000, 409, 831370, 781425, 9.7973
10000, 410, 831370, 781425, 10.5049
10000, 411, 831370, 781425, 9.7389
10000, 412, 831370, 781425, 9.4773
10000, 413, 831370, 781425, 9.6839
10000, 414, 831370, 781425, 9.6396
10000, 415, 831370, 781425, 9.566
10000, 416, 831370, 781425, 9.357
10000, 417, 831370, 781425, 9.5978
10000, 418, 831370, 781425, 9.695
10000, 419, 831370, 781425, 9.8547
10000, 420, 831370, 781425, 9.4548
10000, 421, 831370, 781425, 9.4621
10000, 422, 831370, 781425, 9.6017
10000, 423, 831370, 781425, 9.7369
10000, 424, 831370, 781425, 9.8281
10000, 425, 831370, 781425, 9.5233
10000, 426, 831370, 781425, 9.3771
10000, 427, 831370, 781425, 9.5114
10000, 428, 831370, 781425, 9.7582
10000, 429, 831370, 781425, 9.568
10000, 430, 831370, 781425, 9.5528
10000, 431, 831370, 781425, 9.5216
10000, 432, 831370, 781425, 9.7016
10000, 433, 831370, 781425, 9.9035
10000, 434, 831370, 781425, 9.8514
10000, 435, 831370, 781425, 9.4502
10000, 436, 831370, 781425, 9.6079
10000, 437, 831370, 781425, 9.6123
10000, 438, 831370, 781425, 9.7043
10000, 439, 831370, 781425, 9.8088
10000, 440, 831370, 781425, 9.723
10000, 441, 831370, 781425, 9.5165
10000, 442, 831370, 781425, 9.6189
10000, 443, 831370, 781425, 9.7353
10000, 444, 831370, 781425, 9.4939
10000, 445, 831370, 781425, 9.5177
10000, 446, 831370, 781425, 9.4306
10000, 447, 831370, 781425, 9.3726
10000, 448, 831370, 781425, 9.6324
10000, 449, 831370, 781425, 9.7354
10000, 450, 831370, 781425, 9.4933
10000, 451, 831370, 781425, 9.631
10000, 452, 831370, 781425, 9.3297
10000, 453, 831370, 781425, 9.5552
10000, 454, 831370, 781425, 9.7531
10000, 455, 831370, 781425, 9.455
10000, 456, 831370, 781425, 9.4362
10000, 457, 831370, 781425, 9.6536
10000, 458, 831370, 781425, 9.7011
10000, 459, 831370, 781425, 9.9434
10000, 460, 831370, 781425, 9.4855
10000, 461, 831370, 781425, 9.4945
10000, 462, 831370, 781425, 9.2095
10000, 463, 831370, 781425, 10.9086
10000, 464, 831370, 781425, 9.7716
10000, 465, 831370, 781425, 9.5976
10000, 466, 831370, 781425, 9.5117
10000, 467, 831370, 781425, 9.5472
10000, 468, 831370, 781425, 9.3415
10000, 469, 831370, 781425, 9.6939
10000, 470, 831370, 781425, 9.7083
10000, 471, 831370, 781425, 9.5187
10000, 472, 831370, 781425, 9.9971
10000, 473, 831370, 781425, 11.1083
10000, 474, 831370, 781425, 11.3928
10000, 475, 831370, 781425, 10.9331
10000, 476, 831370, 781425, 11.2744
10000, 477, 831370, 781425, 11.2518
10000, 478, 831370, 781425, 10.0079
10000, 479, 831370, 781425, 9.7955
10000, 480, 831370, 781425, 9.7689
10000, 481, 831370, 781425, 9.8304
10000, 482, 831370, 781425, 9.7943
10000, 483, 831370, 781425, 9.8355
10000, 484, 831370, 781425, 9.8782
10000, 485, 831370, 781425, 9.8406
10000, 486, 831370, 781425, 9.7991
10000, 487, 831370, 781425, 9.5535
10000, 488, 831370, 781425, 9.6495
10000, 489, 831370, 781425, 9.5421
10000, 490, 831370, 781425, 9.8003
10000, 491, 831370, 781425, 9.5168
10000, 492, 831370, 781425, 9.5389
10000, 493, 831370, 781425, 9.6478
10000, 494, 831370, 781425, 9.7946
10000, 495, 831370, 781425, 9.4507
10000, 496, 831370, 781425, 9.5422
10000, 497, 831370, 781425, 9.81
10000, 498, 831370, 781425, 10.0477
10000, 499, 831370, 781425, 9.5451
10000, 500, 831370, 781425, 10.1126
10000, 501, 831370, 781425, 9.2728
10000, 502, 831370, 781425, 9.7521
10000, 503, 831370, 781425, 9.8893
10000, 504, 831370, 781425, 9.6138
10000, 505, 831370, 781425, 9.4138
10000, 506, 831370, 781425, 9.5011
10000, 507, 831370, 781425, 9.5771
10000, 508, 831370, 781425, 9.8244
10000, 509, 831370, 781425, 9.5861
10000, 510, 831370, 781425, 9.4179
10000, 511, 831370, 781425, 9.2491
10000, 512, 831370, 781425, 9.807
10000, 513, 831370, 781425, 9.5978
10000, 514, 831370, 781425, 9.7281
10000, 515, 831370, 781425, 9.3787
10000, 516, 831370, 781425, 9.4618
10000, 517, 831370, 781425, 9.8094
10000, 518, 831370, 781425, 9.6603
10000, 519, 831370, 781425, 9.596
10000, 520, 831370, 781425, 9.6433
10000, 521, 831370, 781425, 9.4088
10000, 522, 831370, 781425, 9.6242
10000, 523, 831370, 781425, 9.7592
10000, 524, 831370, 781425, 9.4265
10000, 525, 831370, 781425, 9.8266
10000, 526, 831370, 781425, 9.3683
10000, 527, 831370, 781425, 9.5501
10000, 528, 831370, 781425, 9.5958
10000, 529, 831370, 781425, 9.4613
10000, 530, 831370, 781425, 9.3194
10000, 531, 831370, 781425, 9.5648
10000, 532, 831370, 781425, 9.7317
10000, 533, 831370, 781425, 9.5995
10000, 534, 831370, 781425, 9.5452
10000, 535, 831370, 781425, 9.3351
10000, 536, 831370, 781425, 9.8122
10000, 537, 831370, 781425, 9.8645
10000, 538, 831370, 781425, 9.4606
10000, 539, 831370, 781425, 9.557
10000, 540, 831370, 781425, 9.5721
10000, 541, 831370, 781425, 9.5939
10000, 542, 831370, 781425, 9.8484
10000, 543, 831370, 781425, 9.6338
10000, 544, 831370, 781425, 9.5094
10000, 545, 831370, 781425, 9.3824
10000, 546, 831370, 781425, 9.4951
10000, 547, 831370, 781425, 9.5645
10000, 548, 831370, 781425, 9.4101
10000, 549, 831370, 781425, 10.0418
10000, 550, 831370, 781425, 9.4764
10000, 551, 831370, 781425, 9.7189
10000, 552, 831370, 781425, 10.0072
10000, 553, 831370, 781425, 9.4598
10000, 554, 831370, 781425, 9.5795
10000, 555, 831370, 781425, 9.5138
10000, 556, 831370, 781425, 9.5355
10000, 557, 831370, 781425, 9.828
10000, 558, 831370, 781425, 9.4399
10000, 559, 831370, 781425, 9.5877
10000, 560, 831370, 781425, 9.7277
10000, 561, 831370, 781425, 9.72
10000, 562, 831370, 781425, 10.0528
10000, 563, 831370, 781425, 9.5763
10000, 564, 831370, 781425, 9.5396
10000, 565, 831370, 781425, 9.4121
10000, 566, 831370, 781425, 9.8485
10000, 567, 831370, 781425, 9.6312
10000, 568, 831370, 781425, 9.6763
10000, 569, 831370, 781425, 9.9824
10000, 570, 831370, 781425, 9.9923
10000, 571, 831370, 781425, 9.44
10000, 572, 831370, 781425, 9.7733
10000, 573, 831370, 781425, 9.4899
10000, 574, 831370, 781425, 9.6265
10000, 575, 831370, 781425, 9.7958
10000, 576, 831370, 781425, 9.3617
10000, 577, 831370, 781425, 9.5312
10000, 578, 831370, 781425, 9.5083
10000, 579, 831370, 781425, 9.7044
10000, 580, 831370, 781425, 9.3587
10000, 581, 831370, 781425, 9.4036
10000, 582, 831370, 781425, 9.5764
10000, 583, 831370, 781425, 9.5748
10000, 584, 831370, 781425, 9.4504
10000, 585, 831370, 781425, 9.4953
10000, 586, 831370, 781425, 9.3894
10000, 587, 831370, 781425, 9.7412
10000, 588, 831370, 781425, 9.6944
10000, 589, 831370, 781425, 9.4847
10000, 590, 831370, 781425, 9.4629
10000, 591, 831370, 781425, 9.4668
10000, 592, 831370, 781425, 9.7403
10000, 593, 831370, 781425, 9.4566
10000, 594, 831370, 781425, 9.4778
10000, 595, 831370, 781425, 9.3957
10000, 596, 831370, 781425, 9.6968
10000, 597, 831370, 781425, 9.7384
10000, 598, 831370, 781425, 9.9334
10000, 599, 831370, 781425, 9.494
10000, 600, 831370, 781425, 9.4738
10000, 601, 831370, 781425, 10.0118
10000, 602, 831370, 781425, 9.6542
10000, 603, 831370, 781425, 9.6396
10000, 604, 831370, 781425, 9.5166
10000, 605, 831370, 781425, 9.2938
10000, 606, 831370, 781425, 9.7242
10000, 607, 831370, 781425, 9.7665
10000, 608, 831370, 781425, 9.4723
10000, 609, 831370, 781425, 9.5373
10000, 610, 831370, 781425, 9.5151
10000, 611, 831370, 781425, 9.5273
10000, 612, 831370, 781425, 9.6665
10000, 613, 831370, 781425, 9.5347
10000, 614, 831370, 781425, 9.4091
10000, 615, 831370, 781425, 9.5489
10000, 616, 831370, 781425, 9.7975
10000, 617, 831370, 781425, 9.4698
10000, 618, 831370, 781425, 9.7372
10000, 619, 831370, 781425, 9.511
10000, 620, 831370, 781425, 9.5309
10000, 621, 831370, 781425, 9.6077
10000, 622, 831370, 781425, 9.5512
10000, 623, 831370, 781425, 9.505
10000, 624, 831370, 781425, 9.3985
10000, 625, 1597463, 1557485, 17.4678
10000, 626, 1597463, 1557485, 16.9946
10000, 627, 1597463, 1557485, 17.2925
10000, 628, 1597463, 1557485, 17.3723
10000, 629, 1597463, 1557485, 17.164
10000, 630, 1597463, 1557485, 17.1097
10000, 631, 1597463, 1557485, 17.3552
10000, 632, 1597463, 1557485, 17.1019
10000, 633, 1597463, 1557485, 17.1764
10000, 634, 1597463, 1557485, 17.0923
10000, 635, 1597463, 1557485, 17.3628
10000, 636, 1597463, 1557485, 17.2715
10000, 637, 1597463, 1557485, 16.9756
10000, 638, 1597463, 1557485, 17.6603
10000, 639, 1597463, 1557485, 17.2279
10000, 640, 1597463, 1557485, 17.117
10000, 641, 1597463, 1557485, 17.1814
10000, 642, 1597463, 1557485, 17.1821
10000, 643, 1597463, 1557485, 17.1484
10000, 644, 1597463, 1557485, 17.6901
10000, 645, 1597463, 1557485, 17.0083
10000, 646, 1597463, 1557485, 17.0823
10000, 647, 1597463, 1557485, 17.2568
10000, 648, 1597463, 1557485, 17.6048
10000, 649, 1597463, 1557485, 17.3337
10000, 650, 1597463, 1557485, 17.2128
10000, 651, 1597463, 1557485, 17.3098
10000, 652, 1597463, 1557485, 17.1778
10000, 653, 1597463, 1557485, 17.0977
10000, 654, 1597463, 1557485, 17.1499
10000, 655, 1597463, 1557485, 17.3099
10000, 656, 1597463, 1557485, 17.1067
10000, 657, 1597463, 1557485, 17.048
10000, 658, 1597463, 1557485, 17.1884
10000, 659, 1597463, 1557485, 17.5034
10000, 660, 1597463, 1557485, 17.2942
10000, 661, 1597463, 1557485, 17.0876
10000, 662, 1597463, 1557485, 17.5418
10000, 663, 1597463, 1557485, 17.3727
10000, 664, 1597463, 1557485, 17.4167
10000, 665, 1597463, 1557485, 17.2109
10000, 666, 1597463, 1557485, 17.2174
10000, 667, 1597463, 1557485, 16.958
10000, 668, 1597463, 1557485, 17.2751
10000, 669, 1597463, 1557485, 17.1506
10000, 670, 1597463, 1557485, 17.2243
10000, 671, 1597463, 1557485, 17.4517
10000, 672, 1597463, 1557485, 17.755
10000, 673, 1597463, 1557485, 17.2746
10000, 674, 1597463, 1557485, 17.1938
10000, 675, 1597463, 1557485, 17.409
10000, 676, 1597463, 1557485, 17.5976
10000, 677, 1597463, 1557485, 17.1772
10000, 678, 1597463, 1557485, 17.0631
10000, 679, 1597463, 1557485, 17.3211
10000, 680, 1597463, 1557485, 16.9815
10000, 681, 1597463, 1557485, 17.186
10000, 682, 1597463, 1557485, 16.9188
10000, 683, 1597463, 1557485, 17.2834
10000, 684, 1597463, 1557485, 17.3802
10000, 685, 1597463, 1557485, 16.8638
10000, 686, 1597463, 1557485, 17.3858
10000, 687, 1597463, 1557485, 17.1988
10000, 688, 1597463, 1557485, 17.0341
10000, 689, 1597463, 1557485, 16.9029
10000, 690, 1597463, 1557485, 17.7679
10000, 691, 1597463, 1557485, 17.2056
10000, 692, 1597463, 1557485, 17.0997
